"","Sites","TaxCode","Abundance","TaxonName","Taxon","Anemo","Auto","Entomo","Annual","Biennial","Perennial","Seasonnal","LFP","MinHeight","MaxHeight","BFP","Succu_ORDINAL","Spiki_ORDINAL","Hairy_ORDINAL","Clay","Silt","Sand","K2O","Mg","Na100g","K","Elev","X","Y"
"1088",20,"sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1089",20,"sp45",0,"Sonchus oleraceus","Sool",0,0,1,0,1,0,0,2.39789527279837,-2.30258509299405,0.336472236621213,7,0,0,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1090",20,"sp24",2,"Atriplex prostrata","Atpr",1,1,0,1,0,0,0,1.79175946922805,-2.30258509299405,0,7.5,1,0,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1091",20,"sp21",0,"Aeluropus littoralis","Aeli",1,0,0,0,0,1,0,1.79175946922805,-2.99573227355399,-1.38629436111989,5.5,0,0,1,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1092",20,"sp48",0,"Eryngium pusillum","Erpu",0,0,1,0,1,0,0,1.09861228866811,-2.30258509299405,-1.20397280432594,5,0,1,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1093",20,"sp34",0,"Plantago coronopus","Plco",1,0,0,1,1,1,0,1.94591014905531,-3.91202300542815,-0.916290731874155,7,1,0,1,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1094",20,"sp52",0,"Diplotaxis erucoides","Dier",0,1,1,0,0,0,1,2.39789527279837,-2.30258509299405,-0.693147180559945,2.5,0,0,1,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1095",20,"sp33",0,"Stachys marrubiifolia","Stma",0,0,1,1,0,0,0,1.09861228866811,-2.30258509299405,-0.916290731874155,5,0,0,2,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1096",20,"sp39",0,"Carlina lanata","Cala",0,1,1,1,0,0,0,0.693147180559945,-2.99573227355399,-1.20397280432594,7.5,0,2,2,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1097",20,"sp51",0,"Lythrum tribracteatum","Lytr",0,0,1,1,0,0,0,1.6094379124341,-2.30258509299405,-1.6094379124341,7,0,0,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1098",20,"sp4",0,"Asphodelus aetivus","Asae",0,0,1,0,0,1,0,1.6094379124341,0,0.405465108108164,4,0,0,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1099",20,"sp43",0,"Picris echioides","Piec",0,1,1,1,1,1,0,1.38629436111989,-1.20397280432594,0.78845736036427,7.5,0,1,2,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1100",20,"sp47",1,"Dittrichia graveolens","Digr",0,1,1,1,0,0,0,1.09861228866811,-2.30258509299405,-0.693147180559945,9,0,0,2,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1101",20,"sp56",0,"Hedysarum coronarium","Heco",0,0,1,0,0,1,0,1.09861228866811,-1.6094379124341,0,5,0,0,1,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1102",20,"sp9",0,"Juncus maritimus","Juma",1,0,0,0,0,1,0,1.38629436111989,-0.693147180559945,0,7.5,0,2,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1103",20,"sp19",0,"Lolium multiflorum","Lomu",1,0,0,1,0,0,0,1.38629436111989,-1.20397280432594,0,6.5,0,0,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1104",20,"sp38",2,"Carlina racemosa","Cara",0,1,1,1,0,0,0,0.693147180559945,-2.30258509299405,-0.693147180559945,9.5,0,2,2,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1105",20,"sp37",0,"Convolvulus tricolor","Cotr",0,0,1,1,0,0,0,1.09861228866811,-1.6094379124341,-0.510825623765991,5,0,0,1,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1106",20,"sp18",2,"Lolium rigidum","Lori",1,0,0,1,0,0,0,1.38629436111989,-2.30258509299405,-0.510825623765991,6.5,0,0,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1107",20,"sp11",0,"Bolboschoenus maritimus","Boma",1,0,0,0,0,1,0,2.30258509299405,-1.20397280432594,0.182321556793955,7.5,0,1,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1108",20,"sp28",0,"Beta vulgaris","Bevu",1,0,0,1,1,1,0,1.79175946922805,-2.30258509299405,0.693147180559945,6.5,1,0,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1109",20,"sp7",0,"Drimia numidica","Drnu",0,0,1,0,0,1,0,1.38629436111989,0,0.587786664902119,8.5,0,0,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1110",20,"sp10",0,"Juncus acutus","Juac",1,0,0,0,0,1,0,1.09861228866811,-1.38629436111989,0.693147180559945,6,0,2,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1111",20,"sp40",0,"Galactites mutabilis","Gamu",0,0,1,1,0,0,0,1.09861228866811,-1.6094379124341,-0.510825623765991,5,0,2,2,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1112",20,"sp55",1,"Trifolium squamosum","Trsq",0,0,1,1,0,0,0,1.38629436111989,-2.30258509299405,-0.916290731874155,5.5,0,0,2,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1113",20,"sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1114",20,"sp12",0,"Schoenoplectus litoralis","Scli",1,0,0,0,0,1,0,1.38629436111989,-1.20397280432594,0.693147180559945,6.5,0,2,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1115",20,"sp36",0,"Convolvulus arvensis","Coar",0,1,1,0,0,1,0,1.94591014905531,-1.6094379124341,0,7,0,0,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1116",20,"sp54",1,"Medicago intertexta","Mein",0,0,1,1,0,0,0,0.693147180559945,-1.20397280432594,-0.356674943938732,4.5,0,0,1,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1117",20,"sp13",0,"Eleocharis uniglumis","Elun",1,0,0,0,0,1,0,1.38629436111989,-1.89711998488588,-0.22314355131421,8.5,0,0,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1118",20,"sp44",0,"Leontodon tuberosus","Letu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,9.166666667,0,0,1,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1119",20,"sp25",3,"Halimione portulacoides","Hapo",1,0,0,0,0,1,0,1.6094379124341,-1.6094379124341,-0.22314355131421,8,2,0,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1120",20,"sp27",0,"Arthrocnemum macrostachyum","Arma",1,0,0,0,0,1,0,1.94591014905531,-2.30258509299405,0,7,2,0,0,0.7,0.22,0.05,2,27.6,10,2.1,4,331.83,116.67
"1121",21,"sp12",1,"Schoenoplectus litoralis","Scli",1,0,0,0,0,1,0,1.38629436111989,-1.20397280432594,0.693147180559945,6.5,0,2,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1122",21,"sp17",1,"Hordeum marinum","Homa",1,0,0,1,0,0,0,1.94591014905531,-2.30258509299405,-0.916290731874155,7,0,0,1,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1123",21,"sp32",0,"Mentha pulegium","Mepu",0,0,1,0,0,1,0,1.94591014905531,-2.30258509299405,-0.693147180559945,7,0,0,1,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1124",21,"sp28",0,"Beta vulgaris","Bevu",1,0,0,1,1,1,0,1.79175946922805,-2.30258509299405,0.693147180559945,6.5,1,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1125",21,"sp54",0,"Medicago intertexta","Mein",0,0,1,1,0,0,0,0.693147180559945,-1.20397280432594,-0.356674943938732,4.5,0,0,1,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1126",21,"sp23",0,"Phragmites australis","Phau",1,0,0,0,0,1,0,1.09861228866811,-0.510825623765991,2.07944154167984,8,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1127",21,"sp55",0,"Trifolium squamosum","Trsq",0,0,1,1,0,0,0,1.38629436111989,-2.30258509299405,-0.916290731874155,5.5,0,0,2,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1128",21,"sp46",0,"Chamaemelum fuscatum","Chfu",0,1,1,1,0,0,0,2.07944154167984,-2.30258509299405,-1.20397280432594,2.5,2,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1129",21,"sp40",0,"Galactites mutabilis","Gamu",0,0,1,1,0,0,0,1.09861228866811,-1.6094379124341,-0.510825623765991,5,0,2,2,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1130",21,"sp30",2,"Centaurium spicatum","Cesp",0,1,1,1,0,0,0,1.6094379124341,-2.30258509299405,-0.510825623765991,8,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1131",21,"sp42",0,"Cichorium intybus","Ciin",0,1,1,0,0,1,0,1.6094379124341,-1.20397280432594,0,8,0,0,1,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1132",21,"sp16",0,"Phalaris coerulescens","Phco",1,0,0,0,0,1,0,1.38629436111989,-0.693147180559945,0.182321556793955,5.5,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1133",21,"sp44",0,"Leontodon tuberosus","Letu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,9.166666667,0,0,1,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1134",21,"sp5",0,"Narcissus tazetta","Nata",0,0,1,0,0,1,0,1.6094379124341,-1.6094379124341,-0.693147180559945,2,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1135",21,"sp20",0,"Cynodon dactylon","Cyda",1,0,0,0,0,1,0,2.14006616349627,-2.30258509299405,-0.916290731874155,6.941176471,0,0,1,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1136",21,"sp41",0,"Scolymus hispanicus","Schi",0,0,1,0,0,1,0,1.09861228866811,-1.6094379124341,-0.105360515657826,8,2,2,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1137",21,"sp31",0,"Borago officinalis","Boof",0,0,1,1,0,0,0,1.70474809223843,-1.6094379124341,-0.510825623765991,5.454545455,0,1,2,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1138",21,"sp27",0,"Arthrocnemum macrostachyum","Arma",1,0,0,0,0,1,0,1.94591014905531,-2.30258509299405,0,7,2,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1139",21,"sp13",0,"Eleocharis uniglumis","Elun",1,0,0,0,0,1,0,1.38629436111989,-1.89711998488588,-0.22314355131421,8.5,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1140",21,"sp18",3,"Lolium rigidum","Lori",1,0,0,1,0,0,0,1.38629436111989,-2.30258509299405,-0.510825623765991,6.5,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1141",21,"sp33",0,"Stachys marrubiifolia","Stma",0,0,1,1,0,0,0,1.09861228866811,-2.30258509299405,-0.916290731874155,5,0,0,2,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1142",21,"sp29",0,"Rumex bucephalophorus","Rubu",1,0,0,1,0,0,0,1.38629436111989,-2.99573227355399,-0.916290731874155,3.5,1,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1143",21,"sp4",0,"Asphodelus aetivus","Asae",0,0,1,0,0,1,0,1.6094379124341,0,0.405465108108164,4,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1144",21,"sp35",0,"Cressa cretica","Crcr",0,1,1,0,0,1,0,1.09861228866811,-2.30258509299405,-1.38629436111989,8,0,0,2,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1145",21,"sp25",0,"Halimione portulacoides","Hapo",1,0,0,0,0,1,0,1.6094379124341,-1.6094379124341,-0.22314355131421,8,2,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1146",21,"sp51",0,"Lythrum tribracteatum","Lytr",0,0,1,1,0,0,0,1.6094379124341,-2.30258509299405,-1.6094379124341,7,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1147",21,"sp39",0,"Carlina lanata","Cala",0,1,1,1,0,0,0,0.693147180559945,-2.99573227355399,-1.20397280432594,7.5,0,2,2,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1148",21,"sp26",0,"Sarcocornia fruticosa","Safr",1,0,0,0,0,1,0,1.6094379124341,-2.30258509299405,0,8,2,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1149",21,"sp1",0,"Arisarum vulgare","Arvu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,1.5,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1150",21,"sp7",0,"Drimia numidica","Drnu",0,0,1,0,0,1,0,1.38629436111989,0,0.587786664902119,8.5,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1151",21,"sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1152",21,"sp14",0,"Cynosurus polybracteatus","Cypo",1,0,0,1,0,0,0,0.693147180559945,-1.6094379124341,-0.22314355131421,4.5,0,0,1,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1153",21,"sp8",2,"Scilla autumnalis","Scau",0,0,1,0,0,1,0,1.09861228866811,-2.30258509299405,-1.20397280432594,9,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1154",21,"sp50",0,"Ammi visnaga","Amvi",0,0,1,1,0,0,0,1.38629436111989,-1.6094379124341,0,7.5,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1155",21,"sp49",0,"Ridolfia segetum","Rise",0,0,1,1,0,0,0,1.38629436111989,-2.99573227355399,0,6.5,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1156",21,"sp19",0,"Lolium multiflorum","Lomu",1,0,0,1,0,0,0,1.38629436111989,-1.20397280432594,0,6.5,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1157",21,"sp11",1,"Bolboschoenus maritimus","Boma",1,0,0,0,0,1,0,2.30258509299405,-1.20397280432594,0.182321556793955,7.5,0,1,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1158",21,"sp22",0,"Crypsis alopecuroides","Cral",1,0,0,1,0,0,0,1.38629436111989,-2.99573227355399,-1.04982212449868,8.5,0,0,2,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1159",21,"sp21",1,"Aeluropus littoralis","Aeli",1,0,0,0,0,1,0,1.79175946922805,-2.99573227355399,-1.38629436111989,5.5,0,0,1,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1160",21,"sp56",0,"Hedysarum coronarium","Heco",0,0,1,0,0,1,0,1.09861228866811,-1.6094379124341,0,5,0,0,1,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1161",21,"sp3",0,"Damasonium alisma","Daal",0,0,1,1,1,1,0,1.79175946922805,-2.99573227355399,-1.20397280432594,6.5,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1162",21,"sp37",0,"Convolvulus tricolor","Cotr",0,0,1,1,0,0,0,1.09861228866811,-1.6094379124341,-0.510825623765991,5,0,0,1,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1163",21,"sp43",0,"Picris echioides","Piec",0,1,1,1,1,1,0,1.38629436111989,-1.20397280432594,0.78845736036427,7.5,0,1,2,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1164",21,"sp36",0,"Convolvulus arvensis","Coar",0,1,1,0,0,1,0,1.94591014905531,-1.6094379124341,0,7,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1165",21,"sp53",0,"Chrozophora tinctoria","Chti",0,0,1,1,0,0,0,1.94591014905531,-2.30258509299405,-0.916290731874155,7,0,1,2,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1166",21,"sp48",0,"Eryngium pusillum","Erpu",0,0,1,0,1,0,0,1.09861228866811,-2.30258509299405,-1.20397280432594,5,0,1,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1167",21,"sp38",0,"Carlina racemosa","Cara",0,1,1,1,0,0,0,0.693147180559945,-2.30258509299405,-0.693147180559945,9.5,0,2,2,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1168",21,"sp34",0,"Plantago coronopus","Plco",1,0,0,1,1,1,0,1.94591014905531,-3.91202300542815,-0.916290731874155,7,1,0,1,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1169",21,"sp10",0,"Juncus acutus","Juac",1,0,0,0,0,1,0,1.09861228866811,-1.38629436111989,0.693147180559945,6,0,2,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1170",21,"sp15",0,"Avena fatua","Avfa",1,1,0,1,0,0,0,1.6094379124341,-0.510825623765991,0.405465108108164,6,0,0,1,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1171",21,"sp47",0,"Dittrichia graveolens","Digr",0,1,1,1,0,0,0,1.09861228866811,-2.30258509299405,-0.693147180559945,9,0,0,2,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1172",21,"sp2",0,"Alisma plantago","Alpl",0,0,1,0,0,1,0,1.38629436111989,-2.30258509299405,0,7.5,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1173",21,"sp45",0,"Sonchus oleraceus","Sool",0,0,1,0,1,0,0,2.39789527279837,-2.30258509299405,0.336472236621213,7,0,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1174",21,"sp24",0,"Atriplex prostrata","Atpr",1,1,0,1,0,0,0,1.79175946922805,-2.30258509299405,0,7.5,1,0,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1175",21,"sp52",0,"Diplotaxis erucoides","Dier",0,1,1,0,0,0,1,2.39789527279837,-2.30258509299405,-0.693147180559945,2.5,0,0,1,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1176",21,"sp9",1,"Juncus maritimus","Juma",1,0,0,0,0,1,0,1.38629436111989,-0.693147180559945,0,7.5,0,2,0,0.57,0.28,0.14,3,12,16,2.6,2,327,61.333
"1177",22,"sp32",0,"Mentha pulegium","Mepu",0,0,1,0,0,1,0,1.94591014905531,-2.30258509299405,-0.693147180559945,7,0,0,1,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1178",22,"sp15",0,"Avena fatua","Avfa",1,1,0,1,0,0,0,1.6094379124341,-0.510825623765991,0.405465108108164,6,0,0,1,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1179",22,"sp23",0,"Phragmites australis","Phau",1,0,0,0,0,1,0,1.09861228866811,-0.510825623765991,2.07944154167984,8,0,0,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1180",22,"sp56",0,"Hedysarum coronarium","Heco",0,0,1,0,0,1,0,1.09861228866811,-1.6094379124341,0,5,0,0,1,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1181",22,"sp54",0,"Medicago intertexta","Mein",0,0,1,1,0,0,0,0.693147180559945,-1.20397280432594,-0.356674943938732,4.5,0,0,1,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1182",22,"sp38",0,"Carlina racemosa","Cara",0,1,1,1,0,0,0,0.693147180559945,-2.30258509299405,-0.693147180559945,9.5,0,2,2,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1183",22,"sp29",0,"Rumex bucephalophorus","Rubu",1,0,0,1,0,0,0,1.38629436111989,-2.99573227355399,-0.916290731874155,3.5,1,0,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1184",22,"sp22",0,"Crypsis alopecuroides","Cral",1,0,0,1,0,0,0,1.38629436111989,-2.99573227355399,-1.04982212449868,8.5,0,0,2,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1185",22,"sp48",0,"Eryngium pusillum","Erpu",0,0,1,0,1,0,0,1.09861228866811,-2.30258509299405,-1.20397280432594,5,0,1,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1186",22,"sp34",0,"Plantago coronopus","Plco",1,0,0,1,1,1,0,1.94591014905531,-3.91202300542815,-0.916290731874155,7,1,0,1,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1187",22,"sp50",0,"Ammi visnaga","Amvi",0,0,1,1,0,0,0,1.38629436111989,-1.6094379124341,0,7.5,0,0,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1188",22,"sp53",0,"Chrozophora tinctoria","Chti",0,0,1,1,0,0,0,1.94591014905531,-2.30258509299405,-0.916290731874155,7,0,1,2,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1189",22,"sp37",0,"Convolvulus tricolor","Cotr",0,0,1,1,0,0,0,1.09861228866811,-1.6094379124341,-0.510825623765991,5,0,0,1,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1190",22,"sp42",0,"Cichorium intybus","Ciin",0,1,1,0,0,1,0,1.6094379124341,-1.20397280432594,0,8,0,0,1,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1191",22,"sp40",0,"Galactites mutabilis","Gamu",0,0,1,1,0,0,0,1.09861228866811,-1.6094379124341,-0.510825623765991,5,0,2,2,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1192",22,"sp41",0,"Scolymus hispanicus","Schi",0,0,1,0,0,1,0,1.09861228866811,-1.6094379124341,-0.105360515657826,8,2,2,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1193",22,"sp3",0,"Damasonium alisma","Daal",0,0,1,1,1,1,0,1.79175946922805,-2.99573227355399,-1.20397280432594,6.5,0,0,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1194",22,"sp55",0,"Trifolium squamosum","Trsq",0,0,1,1,0,0,0,1.38629436111989,-2.30258509299405,-0.916290731874155,5.5,0,0,2,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1195",22,"sp49",0,"Ridolfia segetum","Rise",0,0,1,1,0,0,0,1.38629436111989,-2.99573227355399,0,6.5,0,0,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1196",22,"sp44",0,"Leontodon tuberosus","Letu",0,0,1,0,0,1,0,1.79175946922805,-2.30258509299405,-0.916290731874155,9.166666667,0,0,1,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1197",22,"sp6",0,"Narcissus elegans","Nael",0,0,1,0,0,1,0,0.693147180559945,-2.52572864430826,-1.38629436111989,10.5,0,0,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1198",22,"sp47",0,"Dittrichia graveolens","Digr",0,1,1,1,0,0,0,1.09861228866811,-2.30258509299405,-0.693147180559945,9,0,0,2,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1199",22,"sp28",0,"Beta vulgaris","Bevu",1,0,0,1,1,1,0,1.79175946922805,-2.30258509299405,0.693147180559945,6.5,1,0,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1200",22,"sp4",0,"Asphodelus aetivus","Asae",0,0,1,0,0,1,0,1.6094379124341,0,0.405465108108164,4,0,0,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1201",22,"sp39",0,"Carlina lanata","Cala",0,1,1,1,0,0,0,0.693147180559945,-2.99573227355399,-1.20397280432594,7.5,0,2,2,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1202",22,"sp9",3,"Juncus maritimus","Juma",1,0,0,0,0,1,0,1.38629436111989,-0.693147180559945,0,7.5,0,2,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1203",22,"sp26",0,"Sarcocornia fruticosa","Safr",1,0,0,0,0,1,0,1.6094379124341,-2.30258509299405,0,8,2,0,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1204",22,"sp12",0,"Schoenoplectus litoralis","Scli",1,0,0,0,0,1,0,1.38629436111989,-1.20397280432594,0.693147180559945,6.5,0,2,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1205",22,"sp20",0,"Cynodon dactylon","Cyda",1,0,0,0,0,1,0,2.14006616349627,-2.30258509299405,-0.916290731874155,6.941176471,0,0,1,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1206",22,"sp13",0,"Eleocharis uniglumis","Elun",1,0,0,0,0,1,0,1.38629436111989,-1.89711998488588,-0.22314355131421,8.5,0,0,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1207",22,"sp24",0,"Atriplex prostrata","Atpr",1,1,0,1,0,0,0,1.79175946922805,-2.30258509299405,0,7.5,1,0,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1208",22,"sp46",0,"Chamaemelum fuscatum","Chfu",0,1,1,1,0,0,0,2.07944154167984,-2.30258509299405,-1.20397280432594,2.5,2,0,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1209",22,"sp36",0,"Convolvulus arvensis","Coar",0,1,1,0,0,1,0,1.94591014905531,-1.6094379124341,0,7,0,0,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1210",22,"sp5",0,"Narcissus tazetta","Nata",0,0,1,0,0,1,0,1.6094379124341,-1.6094379124341,-0.693147180559945,2,0,0,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1211",22,"sp11",4,"Bolboschoenus maritimus","Boma",1,0,0,0,0,1,0,2.30258509299405,-1.20397280432594,0.182321556793955,7.5,0,1,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1212",22,"sp45",0,"Sonchus oleraceus","Sool",0,0,1,0,1,0,0,2.39789527279837,-2.30258509299405,0.336472236621213,7,0,0,0,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1213",22,"sp14",0,"Cynosurus polybracteatus","Cypo",1,0,0,1,0,0,0,0.693147180559945,-1.6094379124341,-0.22314355131421,4.5,0,0,1,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
"1214",22,"sp17",0,"Hordeum marinum","Homa",1,0,0,1,0,0,0,1.94591014905531,-2.30258509299405,-0.916290731874155,7,0,0,1,0.63,0.31,0.04,1.3,18.6,10.1,1,2,325.4,80.8
